title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
Won't Back Down,2012,10899288,19278133,0.565370515910436,PASS,ok,tt1870529,ok,19000000,5310554,5431486,2012PASS,5388293,5510995,1,1
Wrath of the Titans,2012,391285385,152195785,2.570934438164631,FAIL,notalk,tt1646987,notalk-disagree,150000000,83670083,301970083,2012FAIL,84894893,306390492,1,1
Wreck-It Ralph,2012,672528166,167415363,4.017123362806315,PASS,ok,tt1772341,ok-disagree,165000000,189412677,473412677,2012PASS,192185407,480342759,1,1
Zero Dark Thirty,2012,236858680,53268525,4.446503446453605,PASS,ok,tt1790885,ok-disagree,52500000,95720716,137720716,2012PASS,97121930,139736750,1,1
30 Minutes or Less,2011,80805258,28999342,2.7864514305186647,FAIL,notalk,tt1622547,notalk,28000000,37053924,40966716,2011FAIL,38376408,42428850,1,1
50/50,2011,79075875,8285526,9.543856962128897,FAIL,men,tt1306980,men-disagree,8000000,35016118,41334735,2011FAIL,36265871,42810004,1,1
A Dangerous Method,2011,21241618,20713816,1.0254806743479812,FAIL,dubious,tt1571222,dubious,20000000,5702083,14807531,2011FAIL,5905595,15336023,1,1
A Lonely Place to Die,2011,NA,4142763,NA,PASS,ok,tt1422136,ok,4000000,NA,442550,2011PASS,NA,458345,1,1
A Very Harold & Kumar 3D Christmas,2011,73872485,20713816,3.5663387663576813,FAIL,notalk,tt1268799,notalk,20000000,35061031,36265745,2011FAIL,36312387,37560098,1,1
Another Earth,2011,3213114,181246,17.727916754024918,PASS,ok,tt1549572,ok,175000,1321194,1781194,2011PASS,1368348,1844766,1,1
Apollo 18,2011,45782450,5178454,8.84094944166734,FAIL,nowomen,tt1772240,nowomen,5000000,17686929,26517819,2011FAIL,18318189,27464261,1,1
Arthur Christmas,2011,201014240,88033717,2.2833778562366054,FAIL,notalk,tt1430607,notalk,85000000,46462469,147624649,2011FAIL,48120751,152893489,1,1
Attack the Block,2011,6660110,13463980,0.49466131114276757,PASS,ok,tt1478964,ok-disagree,13000000,1024175,5406422,2011PASS,1060729,5599381,1,1
Bad Teacher,2011,328008576,19678125,16.668690538351598,PASS,ok,tt1284575,ok-disagree,19000000,100292856,216412265,2011PASS,103872387,224136189,1,1
Battle: Los Angeles,2011,306106314,72498355,4.222251856611091,FAIL,notalk,tt1217613,notalk-disagree,70000000,83552429,212005201,2011FAIL,86534481,219571833,1,1
Beastly,2011,68245602,17606743,3.8761059896199996,FAIL,notalk,tt1152398,notalk,17000000,27865571,38028230,2011FAIL,28860115,39385487,1,1
Blackthorn,2011,1502086,4660609,0.3222939319732679,FAIL,notalk,tt1629705,notalk,4500000,200558,1249765,2011FAIL,207716,1294370,1,1
Bridesmaids,2011,474729442,33659951,14.10368785147667,PASS,ok,tt1478338,ok-disagree,32500000,169106725,289263136,2011PASS,175142277,299587165,1,1
Captain America: The First Avenger,2011,566755146,144996710,3.9087448673835428,FAIL,notalk,tt0458339,notalk-disagree,140000000,176654505,370569776,2011FAIL,182959443,383795703,1,1
Cars 2,2011,778431676,207138157,3.7580312930948785,FAIL,men,tt1216475,men,200000000,191450875,560155383,2011FAIL,198283907,580147769,1,1
Circumstance,2011,940658,932122,1.0091575995416908,PASS,ok,tt1684628,ok,900000,454121,454121,2011PASS,470329,470329,1,1
Colombiana,2011,112231527,41427631,2.7090983551533516,FAIL,notalk,tt1657507,notalk,40000000,36665854,71698079,2011FAIL,37974487,74257040,1,1
Conan the Barbarian,2011,121567489,20713816,5.868908413592165,FAIL,dubious,tt0816462,dubious-disagree,20000000,38264085,79114085,2011FAIL,39629760,81937729,1,1
Contagion,2011,220819313,62141447,3.553494867926072,PASS,ok,tt1598778,ok-disagree,60000000,75658097,137551594,2011PASS,78358394,142460919,1,1
Coriolanus,2011,1863500,10356908,0.17992821795848724,FAIL,men,tt1372686,men,10000000,749641,1049641,2011FAIL,776396,1087104,1,1
Cowboys & Aliens,2011,286006908,168817598,1.6941770963948912,FAIL,notalk,tt0409847,notalk,163000000,100240551,175910315,2011FAIL,103818215,182188693,1,1
Detention,2011,NA,10356908,NA,PASS,ok,tt1701990,ok,10000000,NA,NA,2011PASS,NA,NA,1,1
Diary of a Wimpy Kid: Rodrick Rules,2011,130904820,18642434,7.021873860462641,FAIL,notalk,tt1650043,notalk,18000000,52698535,73695194,2011FAIL,54579387,76325433,1,1
Dolphin Tale,2011,174364243,38320559,4.550148733477505,FAIL,men,tt1564349,men,37000000,72286779,96068724,2011FAIL,74866751,99497492,1,1
Dream House,2011,63420194,51784539,1.2246936098050425,PASS,ok,tt1462041,ok,50000000,21302340,39932340,2011PASS,22062637,41357557,1,1
Drive,2011,117152696,15535362,7.541034190255753,FAIL,dubious,tt0780504,dubious-disagree,15000000,35060689,78054825,2011FAIL,36312033,80840663,1,1
Fast Five,2011,869647762,129461348,6.717431692430702,PASS,ok,tt1596343,ok-disagree,125000000,209837675,629841284,2011PASS,217326947,652320815,1,1
Final Destination 5,2011,207630406,41427631,5.011882190415378,FAIL,men,tt1622979,men,40000000,42587643,157887643,2011FAIL,44107629,163522777,1,1
Footloose,2011,119327648,24856579,4.800646460641265,PASS,ok,tt1068242,ok,24000000,51802742,63412773,2011PASS,53651623,65676025,1,1
Fright Night,2011,60918605,31070724,1.9606432408848922,FAIL,dubious,tt1438176,dubious,30000000,18298649,40520649,2011FAIL,18951742,41966863,1,1
Green Lantern,2011,360215684,207138157,1.7390117263619373,FAIL,notalk,tt1133985,notalk-disagree,200000000,116601172,231201172,2011FAIL,120762760,239452924,1,1
Hall Pass,2011,133349331,37284868,3.576500016038678,FAIL,men,tt0480687,men,36000000,45060734,83693266,2011FAIL,46668987,86680344,1,1
Hanna,2011,109371861,31070724,3.520093738401461,PASS,ok,tt0993842,ok,30000000,40259119,65343694,2011PASS,41695999,67675862,1,1
Harry Potter and the Deathly Hallows: Part 2,2011,1770122362,129461348,13.672979536718557,FAIL,notalk,tt1201607,notalk-disagree,125000000,381011219,1328111219,2011FAIL,394609809,1375512553,1,1
Haywire,2011,42586141,23820888,1.7877646290935922,FAIL,nowomen,tt1506999,nowomen-disagree,23000000,18942396,22176190,2011FAIL,19618465,22967676,1,1
Hesher,2011,793228,7249836,0.10941323362349162,FAIL,notalk,tt1403177,notalk,7000000,382946,382946,2011FAIL,396614,396614,1,1
Higher Ground,2011,1760921,1864243,0.9445769677021719,PASS,ok,tt1562568,ok,1800000,841056,859182,2011PASS,871074,889847,1,1
Hobo with a Shotgun,2011,1593229,3107072,0.5127750499505644,FAIL,nowomen,tt1640459,nowomen,3000000,703372,834953,2011FAIL,728476,864753,1,1
Hop,2011,303467383,65248520,4.650946611509349,FAIL,men,tt1411704,men,63000000,108085305,184924333,2011FAIL,111942955,191524428,1,1
Horrible Bosses,2011,343929212,36249178,9.48791754670961,PASS,ok,tt1499658,ok,35000000,117538559,214538559,2011PASS,121733603,222195609,1,1
Hugo,2011,268137985,186424342,1.43832067273704,FAIL,dubious,tt0970179,dubious,180000000,73864507,185033215,2011FAIL,76500789,191637196,1,1
I Am Number Four,2011,208260053,51784539,4.021664709615354,FAIL,notalk,tt1464540,notalk,50000000,55100437,145982797,2011FAIL,57067015,151193038,1,1
Immortals,2011,305597606,77676809,3.9342193626929243,FAIL,men,tt1253864,men,75000000,83504017,211562435,2011FAIL,86484341,219113265,1,1
In Time,2011,215028667,36249178,5.931959808854148,FAIL,notalk,tt1637688,notalk,35000000,37553932,170064664,2011FAIL,38894261,176134406,1,1
Iris,2011,21475567,5696299,3.770091246965793,PASS,ok,tt1606618,ok,5500000,5580479,15155021,2011PASS,5779651,15695916,1,1
Jin ling shi san chai,2011,97388975,103569079,0.9403286766699933,PASS,ok,tt1410063,ok,100000000,311434,93721434,2011PASS,322549,97066426,1,1
Johnny English Reborn,2011,179014627,46606085,3.8410140435524673,FAIL,dubious,tt1634122,dubious,45000000,8305970,164539660,2011FAIL,8602417,170412210,1,1
Jumping the Broom,2011,78147007,7249836,10.779141348852582,PASS,ok,tt1640484,ok,7000000,37295394,38158601,2011PASS,38626496,39520511,1,1
Just Go with It,2011,329352841,82855263,3.975038266428531,FAIL,dubious,tt1564367,dubious,80000000,103028109,214974953,2011FAIL,106705263,222647578,1,1
Kill List,2011,508803,828553,0.614086244331986,FAIL,dubious,tt1788391,dubious,800000,29063,462206,2011FAIL,30100,478703,1,1
Killer Elite,2011,85860933,72498355,1.1843156027471244,FAIL,nowomen,tt1448755,nowomen,70000000,25124986,57777106,2011FAIL,26021717,59839216,1,1
Kung Fu Panda 2,2011,859713054,155353618,5.533910732610038,PASS,ok,tt1302011,ok,150000000,165249063,664837547,2011PASS,171146932,688566122,1,1
Le Havre,2011,14594856,5696299,2.5621646616513636,FAIL,dubious,tt1508675,dubious,5500000,611709,13480196,2011FAIL,633541,13961315,1,1
Like Crazy,2011,7381244,258923,28.507486781784547,PASS,ok,tt1758692,ok-disagree,250000,3395391,3731489,2011PASS,3516575,3864669,1,1
Limitless,2011,257875520,27963651,9.221811558154549,FAIL,notalk,tt1219289,notalk,27000000,79249455,169739455,2011FAIL,82077930,175797590,1,1
Margaret,2011,97738,14499671,0.006740704668402476,PASS,ok,tt0466893,ok,14000000,47185,47185,2011PASS,48869,48869,1,1
Margin Call,2011,24054739,3521349,6.83111472336312,FAIL,notalk,tt1615147,notalk-disagree,3400000,5353586,17872206,2011FAIL,5544660,18510079,1,1
Mars Needs Moms,2011,63117602,155353618,0.40628343782762755,FAIL,dubious,tt1305591,dubious,150000000,21392758,39549758,2011FAIL,22156282,40961320,1,1
Martha Marcy May Marlene,2011,6744498,1035691,6.512075512870151,PASS,ok,tt1441326,ok,1000000,2981038,3531038,2011PASS,3087434,3657064,1,1
Melancholia,2011,21827101,9735493,2.2420129109024063,PASS,ok,tt1527186,ok,9400000,3030848,18044073,2011PASS,3139021,18688080,1,1
Midnight in Paris,2011,219186683,31070724,7.054444016174196,PASS,ok,tt1605783,ok,30000000,56816662,154816662,2011PASS,58844493,160342190,1,1
Mission: Impossible - Ghost Protocol,2011,936379571,150175164,6.235249198729026,FAIL,notalk,tt1229238,notalk-disagree,145000000,209397903,694713230,2011FAIL,216871479,719508092,1,1
Moneyball,2011,193446186,51784539,3.7355973372670173,FAIL,notalk,tt1210166,notalk,50000000,75605492,111174374,2011FAIL,78303911,115142275,1,1
Mr. Popper's Penguins,2011,267051734,56962993,4.688161908908122,FAIL,notalk,tt1396218,notalk,55000000,68224452,189624452,2011FAIL,70659436,196392298,1,1
New Year's Eve,2011,205282756,26927960,7.623405412069833,PASS,ok,tt1598822,ok,26000000,54544638,143663899,2011PASS,56491379,148791377,1,1
No Strings Attached,2011,227738355,25892270,8.795611779113997,PASS,ok,tt1411238,ok,25000000,70662220,149228078,2011PASS,73184210,154554145,1,1
October Baby,2011,11094002,1035691,10.711691035260516,PASS,ok,tt1720182,ok,1000000,5355847,5355847,2011PASS,5547001,5547001,1,1
Our Idiot Brother,2011,52484748,5178454,10.13521564544167,PASS,ok,tt1637706,ok,5000000,24814830,25861249,2011PASS,25700491,26784257,1,1
Paranormal Activity 3,2011,322170936,5178454,62.213729425809326,PASS,ok,tt1778304,ok,5000000,104028807,207039844,2011PASS,107741677,214429259,1,1
Paul,2011,142503552,41427631,3.439818994235997,PASS,ok,tt1092026,ok,40000000,37412945,100179814,2011PASS,38748242,103755310,1,1
Pirates of the Caribbean: On Stranger Tides,2011,1330580694,258922697,5.138910993191145,FAIL,notalk,tt1298650,notalk,250000000,241063875,1043663875,2011FAIL,249667634,1080913060,1,1
Priest,2011,117334084,62141447,1.8881775314952032,FAIL,notalk,tt0822847,notalk-disagree,60000000,29136626,84154026,2011FAIL,30176535,87157549,1,1
Puss in Boots,2011,729383146,134639802,5.417292176350646,FAIL,notalk,tt0448694,notalk,130000000,149260504,554987477,2011FAIL,154587729,574795417,1,1
Rango,2011,381923566,139818256,2.731571519530325,FAIL,notalk,tt1192628,notalk-disagree,135000000,123257581,245504574,2011FAIL,127656741,254266825,1,1
Real Steel,2011,392216741,113925987,3.4427328770915104,FAIL,notalk,tt0433035,notalk,110000000,85463309,293237309,2011FAIL,88513562,303703179,1,1
Red Riding Hood,2011,132529690,43499013,3.046728669452799,PASS,ok,tt1486185,ok,42000000,37662162,90300442,2011PASS,39006354,93523336,1,1
Red State,2011,2206910,4142763,0.5327145192713172,PASS,ok,tt0873886,ok,4000000,1065429,1065429,2011PASS,1103455,1103455,1,1
Restless,2011,3088582,8285526,0.3727683673915211,PASS,ok,tt1498569,ok,8000000,163753,2818394,2011PASS,169597,2918985,1,1
Rio,2011,653665487,93212171,7.012662402209257,FAIL,notalk,tt1436562,notalk,90000000,143619809,487519809,2011FAIL,148745713,504919774,1,1
Rise of the Planet of the Apes,2011,683162740,96319243,7.0926921632887,FAIL,notalk,tt1318514,notalk,93000000,176760185,482860185,2011FAIL,183068895,500093845,1,1
Shame,2011,15311633,6731990,2.2744586667538127,FAIL,notalk,tt1723811,notalk,6500000,4002293,10781688,2011FAIL,4145138,11166495,1,1
Snow Flower and the Secret Fan,2011,13149555,6214145,2.1160682603962413,PASS,ok,tt1541995,ok,6000000,1348205,11348205,2011PASS,1396324,11753231,1,1
Soul Surfer,2011,94260368,18642434,5.056226456266387,PASS,ok,tt1596346,ok,18000000,43853424,47158652,2011PASS,45418587,48841781,1,1
Source Code,2011,202105452,33142105,6.098147718740255,FAIL,notalk,tt0945513,notalk-disagree,32000000,54712227,140428499,2011FAIL,56664949,145440503,1,1
Straw Dogs,2011,22348407,25892270,0.8631304632618152,PASS,ok,tt0999913,ok,25000000,10324441,11253821,2011PASS,10692928,11655479,1,1
Sucker Punch,2011,130653316,77676809,1.682011885941401,PASS,ok,tt0978764,ok-disagree,75000000,36392502,89758389,2011PASS,37691379,92961937,1,1
Super 8,2011,400916075,51784539,7.742003361273526,PASS,ok,tt1650062,ok-disagree,50000000,127004179,260095987,2011PASS,131537058,269379017,1,1
Take Shelter,2011,5031289,4919531,1.0227172061727023,PASS,ok,tt1675192,ok,4750000,1728953,3128953,2011PASS,1790661,3240628,1,1
The Adjustment Bureau,2011,197080717,51991677,3.7906205064322123,FAIL,dubious,tt1385826,dubious-disagree,50200000,62495645,127793502,2011FAIL,64726164,132354553,1,1
The Adventures of Tintin,2011,467703233,134639802,3.4737367855012145,FAIL,notalk,tt0983193,notalk,130000000,77591831,373993951,2011FAIL,80361144,387342089,1,1
The Artist,2011,179095594,16571053,10.807737685710135,FAIL,notalk,tt1655442,notalk-disagree,16000000,44667095,128256712,2011FAIL,46261299,132834295,1,1
The Best Exotic Marigold Hotel,2011,187577051,10356908,18.111298372062397,PASS,ok,tt1412386,ok,10000000,46383639,134729347,2011PASS,48039108,139537943,1,1
The Cabin in the Woods,2011,116868820,31070724,3.7613806488706216,FAIL,dubious,tt1259521,dubious-disagree,30000000,42073277,70768144,2011FAIL,43574905,73293915,1,1
The Darkest Hour,2011,87283057,36042039,2.4217014192787483,PASS,ok,tt1093357,ok,34800000,21443494,62831715,2011PASS,22208829,65074228,1,1
The Divide,2011,37284,3107072,0.011999721924693087,PASS,ok,tt1535616,ok,3000000,18000,18000,2011PASS,18642,18642,1,1
The Future,2011,1177916,1035691,1.1373237770725053,PASS,ok,tt1235170,ok,1000000,568662,568662,2011PASS,588958,588958,1,1
The Girl with the Dragon Tattoo,2011,347666929,93212171,3.72984477531373,FAIL,notalk,tt1568346,notalk-disagree,90000000,102515793,233170238,2011FAIL,106174662,241492267,1,1
The Green Hornet,2011,338425627,113925987,2.970574457257061,FAIL,notalk,tt0990407,notalk,110000000,98780042,227983150,2011FAIL,102305579,236120048,1,1
The Guard,2011,22064774,6214145,3.5507336890272114,FAIL,notalk,tt1540133,notalk,6000000,5359774,15944629,2011FAIL,5551069,16513705,1,1
The Help,2011,396488938,25892270,15.313023462214785,PASS,ok,tt1454029,ok,25000000,169705587,213120004,2011PASS,175762513,220726425,1,1
The Iron Lady,2011,150746389,14499671,10.396538583530619,PASS,ok,tt1007029,ok,14000000,29959436,115592104,2011PASS,31028712,119717677,1,1
The Lincoln Lawyer,2011,150334957,41427631,3.6288571991963527,FAIL,notalk,tt1189340,notalk,40000000,58009200,87145086,2011FAIL,60079594,90255363,1,1
The Mechanic,2011,109233159,44016858,2.481620996210134,FAIL,nowomen,tt0472399,nowomen,42500000,29121498,76347393,2011FAIL,30160867,79072292,1,1
The Muppets,2011,258506188,46606085,5.5466188159764975,FAIL,notalk,tt1204342,notalk-disagree,45000000,88625922,160971922,2011FAIL,91789051,166717137,1,1
The Rite,2011,133702778,38320559,3.489061263433031,FAIL,dubious,tt1161864,dubious-disagree,37000000,33047633,96047633,2011FAIL,34227129,99475649,1,1
The Roommate,2011,80574224,16571053,4.862347854418183,PASS,ok,tt1265990,ok,16000000,37300107,40497461,2011PASS,38631377,41942847,1,1
The Smurfs,2011,730867008,113925987,6.415279140833777,PASS,ok,tt0472181,ok,110000000,142614158,563066551,2011PASS,147704169,583162839,1,1
The Three Musketeers,2011,165975483,93212171,1.780620290455417,FAIL,men,tt1509767,men,90000000,20377913,139877913,2011FAIL,21105217,144870266,1,1
The Tree of Life,2011,78309958,36249178,2.1603236906503094,FAIL,nowomen,tt0478304,nowomen-disagree,35000000,13305665,62305665,2011FAIL,13780555,64529403,1,1
The Twilight Saga: Breaking Dawn - Part 1,2011,1026603418,132050575,7.774319937645103,PASS,ok,tt1324999,ok,127500000,281287133,709938657,2011PASS,291326492,735276926,1,1
Thor,2011,652855187,155353618,4.202381607874752,PASS,ok,tt0800369,ok-disagree,150000000,181030624,449326618,2011PASS,187491749,465363438,1,1
Tinker Tailor Soldier Spy,2011,109371230,21749507,5.028676282179638,FAIL,notalk,tt1340800,notalk,21000000,24149393,81452811,2011FAIL,25011304,84359926,1,1
Tower Heist,2011,239779943,88033717,2.723728489165123,FAIL,notalk,tt0471042,notalk,85000000,78046570,153470352,2011FAIL,80832113,158947830,1,1
Transformers: Dark of the Moon,2011,1528870809,201959703,7.5701775467554535,PASS,ok,tt1399103,ok-disagree,195000000,352390543,1123794076,2011PASS,364967639,1163903170,1,1
War Horse,2011,245146858,72498355,3.3814126955018495,FAIL,notalk,tt1568911,notalk-disagree,70000000,79883359,156815529,2011FAIL,82734459,162412399,1,1
Warrior,2011,39224199,25892270,1.5148999682144517,FAIL,notalk,tt1291584,notalk,25000000,13657115,24215385,2011FAIL,14144548,25079651,1,1
We Bought a Zoo,2011,201492711,51784539,3.8909820361633423,FAIL,men,tt1389137,men-disagree,50000000,75624550,118924550,2011FAIL,78323650,123169061,1,1
Weekend,2011,2135777,196781,10.853573261646195,FAIL,notalk,tt1714210,notalk,190000,484592,1577585,2011FAIL,501887,1633890,1,1
What's Your Number,2011,46318338,20713816,2.2361084022374245,PASS,ok,tt0770703,ok,20000000,14011084,30711084,2011PASS,14511151,31807187,1,1
Winnie the Pooh,2011,79580878,31070724,2.561281739041549,FAIL,nowomen,tt1449283,nowomen,30000000,26692846,50145607,2011FAIL,27645535,51935343,1,1
X-Men: First Class,2011,519726840,165710526,3.1363538125514125,PASS,ok,tt1270798,ok-disagree,160000000,146408305,355408305,2011PASS,151633733,368093107,1,1
Young Adult,2011,40456078,12428289,3.2551607063530628,PASS,ok,tt1625346,ok,12000000,16311571,22750356,2011PASS,16893744,23562334,1,1
Your Sister's Sister,2011,4855401,124283,39.067298021451045,PASS,ok,tt1742336,ok,120000,1597486,3090593,2011PASS,1654502,3200899,1,1
127 Hours,2010,84465584,19228173,4.392803414032108,FAIL,dubious,tt1542344,dubious-disagree,18000000,18335230,60735230,2010FAIL,19586277,64879307,1,1
Alice in Wonderland,2010,1451280787,213646368,6.792911110943857,PASS,ok,tt1014759,ok,200000000,334191110,1024391110,2010PASS,356993585,1094287202,1,1
Animal Kingdom,2010,9745182,4486574,2.1720765109413107,FAIL,notalk,tt1313092,notalk,4200000,1044039,8078683,2010FAIL,1115276,8629906,1,1
Another Year,2010,23192821,8545855,2.713926342068757,PASS,ok,tt1431181,ok,8000000,3205706,18505706,2010PASS,3424437,19768384,1,1
